-3.137386778633777240e-01	-4.054169870289232036e-01	4.144510301949766995e-01
9.390347354312700290e-02	1.225127730899166073e-01	-2.613544234247531239e-01
-7.207733723110885948e-02	2.321106251650604524e-01	-3.900058093813103116e-02
4.857534855355637171e-02	-8.878133744886115841e-02	-1.942996157705020044e-01
-2.186617522934885399e-02	7.912669199997877933e-02	-5.705719244224355391e-02
8.107830793248109458e-02	1.588364539993845082e-01	-1.233273746298279711e-01
2.378656312107295390e-01	-1.520295850048705988e-01	-1.621296338444734308e-01
-3.992838805295605420e-01	2.386298168012551679e-01	4.290222075428634096e-01
-2.771827880133885882e-02	2.154691158236032508e-02	-9.383886847564844313e-02
-1.117771319836217830e-01	3.508107065666764019e-03	-2.334217845587645886e-03
